order_item_id,order_id,product_id,quantity,unit_price
OI-0000048900,ORD-00016300,PROD-00003098,4,1907.67
OI-0000048901,ORD-00016301,PROD-00001274,1,1202.0
OI-0000048902,ORD-00016301,PROD-00005377,3,1461.1
OI-0000048903,ORD-00016301,PROD-00006541,3,923.4
OI-0000048904,ORD-00016302,PROD-00002647,3,634.7
OI-0000048905,ORD-00016302,PROD-00009724,2,1412.11
OI-0000048906,ORD-00016302,PROD-00009207,2,1363.52
OI-0000048907,ORD-00016303,PROD-00002665,4,939.42
OI-0000048908,ORD-00016303,PROD-00008402,4,143.36
OI-0000048909,ORD-00016303,PROD-00001609,1,1437.05
OI-0000048910,ORD-00016304,PROD-00009811,5,346.08
OI-0000048911,ORD-00016304,PROD-00001461,1,1904.44
OI-0000048912,ORD-00016304,PROD-00001429,1,1650.81
OI-0000048913,ORD-00016305,PROD-00005099,2,479.77
OI-0000048914,ORD-00016305,PROD-00000038,1,432.49
OI-0000048915,ORD-00016305,PROD-00005760,2,1636.79
OI-0000048916,ORD-00016306,PROD-00007892,4,1894.41
OI-0000048917,ORD-00016306,PROD-00005722,1,31.11
OI-0000048918,ORD-00016306,PROD-00001355,1,305.83
OI-0000048919,ORD-00016307,PROD-00005880,3,470.17
OI-0000048920,ORD-00016307,PROD-00007910,2,1277.24
OI-0000048921,ORD-00016307,PROD-00000660,4,1902.3
OI-0000048922,ORD-00016308,PROD-00000623,2,1142.93
OI-0000048923,ORD-00016308,PROD-00009135,1,359.34
OI-0000048924,ORD-00016308,PROD-00004138,3,1275.04
OI-0000048925,ORD-00016309,PROD-00004952,2,905.3
OI-0000048926,ORD-00016309,PROD-00004058,3,1956.11
OI-0000048927,ORD-00016309,PROD-00002257,5,1571.16
OI-0000048928,ORD-00016310,PROD-00006470,4,915.49
OI-0000048929,ORD-00016310,PROD-00002402,3,230.8
OI-0000048930,ORD-00016310,PROD-00004644,5,1899.31
OI-0000048931,ORD-00016311,PROD-00009966,5,1622.98
OI-0000048932,ORD-00016311,PROD-00002457,2,1989.08
OI-0000048933,ORD-00016311,PROD-00003739,2,1639.37
OI-0000048934,ORD-00016312,PROD-00008373,3,1251.97
OI-0000048935,ORD-00016312,PROD-00003414,5,1891.96
OI-0000048936,ORD-00016312,PROD-00006208,5,1784.84
OI-0000048937,ORD-00016313,PROD-00009846,1,784.95
OI-0000048938,ORD-00016313,PROD-00008111,2,866.44
OI-0000048939,ORD-00016313,PROD-00004603,2,285.11
OI-0000048940,ORD-00016314,PROD-00006858,5,1539.63
OI-0000048941,ORD-00016314,PROD-00007441,5,1345.24
OI-0000048942,ORD-00016314,PROD-00003461,3,330.61
OI-0000048943,ORD-00016315,PROD-00004604,3,678.48
OI-0000048944,ORD-00016315,PROD-00003325,4,1129.43
OI-0000048945,ORD-00016315,PROD-00001802,2,749.42
OI-0000048946,ORD-00016316,PROD-00004256,1,1197.87
OI-0000048947,ORD-00016316,PROD-00003140,5,1041.48
OI-0000048948,ORD-00016316,PROD-00002506,3,73.18
OI-0000048949,ORD-00016317,PROD-00001438,1,1809.17
OI-0000048950,ORD-00016317,PROD-00000139,1,1592.71
OI-0000048951,ORD-00016317,PROD-00007514,5,200.56
OI-0000048952,ORD-00016318,PROD-00001128,5,350.11
OI-0000048953,ORD-00016318,PROD-00009301,2,728.05
OI-0000048954,ORD-00016318,PROD-00004062,1,1357.22
OI-0000048955,ORD-00016319,PROD-00006248,3,1267.38
OI-0000048956,ORD-00016319,PROD-00007445,5,1649.32
OI-0000048957,ORD-00016319,PROD-00007344,1,1863.52
OI-0000048958,ORD-00016320,PROD-00006729,1,1794.19
OI-0000048959,ORD-00016320,PROD-00002752,3,324.56
OI-0000048960,ORD-00016320,PROD-00002078,4,864.95
OI-0000048961,ORD-00016321,PROD-00008703,2,1051.57
OI-0000048962,ORD-00016321,PROD-00003726,2,440.19
OI-0000048963,ORD-00016321,PROD-00001800,1,1763.14
OI-0000048964,ORD-00016322,PROD-00001727,5,1250.4
OI-0000048965,ORD-00016322,PROD-00008625,1,1213.62
OI-0000048966,ORD-00016322,PROD-00007909,2,1573.18
OI-0000048967,ORD-00016323,PROD-00006396,3,1980.68
OI-0000048968,ORD-00016323,PROD-00004304,2,563.7
OI-0000048969,ORD-00016323,PROD-00009720,4,651.55
OI-0000048970,ORD-00016324,PROD-00009817,2,1322.96
OI-0000048971,ORD-00016324,PROD-00006902,4,1183.67
OI-0000048972,ORD-00016324,PROD-00000852,5,1807.72
OI-0000048973,ORD-00016325,PROD-00005962,2,1196.01
OI-0000048974,ORD-00016325,PROD-00002218,1,588.05
OI-0000048975,ORD-00016325,PROD-00000842,5,297.51
OI-0000048976,ORD-00016326,PROD-00005451,4,1427.11
OI-0000048977,ORD-00016326,PROD-00006799,5,287.53
OI-0000048978,ORD-00016326,PROD-00009804,1,972.93
OI-0000048979,ORD-00016327,PROD-00002909,1,199.67
OI-0000048980,ORD-00016327,PROD-00006574,4,391.98
OI-0000048981,ORD-00016327,PROD-00008846,5,1493.2
OI-0000048982,ORD-00016328,PROD-00005435,4,321.18
OI-0000048983,ORD-00016328,PROD-00004797,3,824.61
OI-0000048984,ORD-00016328,PROD-00004336,4,880.49
OI-0000048985,ORD-00016329,PROD-00002154,5,1144.81
OI-0000048986,ORD-00016329,PROD-00005800,2,603.37
OI-0000048987,ORD-00016329,PROD-00007295,5,859.01
OI-0000048988,ORD-00016330,PROD-00007208,5,1404.14
OI-0000048989,ORD-00016330,PROD-00007615,1,1681.65
OI-0000048990,ORD-00016330,PROD-00005393,3,703.36
OI-0000048991,ORD-00016331,PROD-00006090,3,1931.44
OI-0000048992,ORD-00016331,PROD-00007951,2,1379.03
OI-0000048993,ORD-00016331,PROD-00003977,5,776.44
OI-0000048994,ORD-00016332,PROD-00008501,2,371.26
OI-0000048995,ORD-00016332,PROD-00007839,5,1082.91
OI-0000048996,ORD-00016332,PROD-00001677,1,933.46
OI-0000048997,ORD-00016333,PROD-00000538,2,1550.4
OI-0000048998,ORD-00016333,PROD-00005815,3,1243.02
OI-0000048999,ORD-00016333,PROD-00001527,1,704.48
OI-0000049000,ORD-00016334,PROD-00009315,2,748.48
OI-0000049001,ORD-00016334,PROD-00008098,5,681.44
OI-0000049002,ORD-00016334,PROD-00002399,3,829.29
OI-0000049003,ORD-00016335,PROD-00004279,2,820.41
OI-0000049004,ORD-00016335,PROD-00002096,2,28.49
OI-0000049005,ORD-00016335,PROD-00008592,5,1210.14
OI-0000049006,ORD-00016336,PROD-00004695,3,456.09
OI-0000049007,ORD-00016336,PROD-00008353,1,1239.34
OI-0000049008,ORD-00016336,PROD-00008920,4,363.96
OI-0000049009,ORD-00016337,PROD-00005787,1,1087.95
OI-0000049010,ORD-00016337,PROD-00007447,2,128.99
OI-0000049011,ORD-00016337,PROD-00006774,5,462.81
OI-0000049012,ORD-00016338,PROD-00008743,3,576.2
OI-0000049013,ORD-00016338,PROD-00006400,3,1048.44
OI-0000049014,ORD-00016338,PROD-00003127,5,546.02
OI-0000049015,ORD-00016339,PROD-00009647,4,1417.15
OI-0000049016,ORD-00016339,PROD-00009280,2,207.74
OI-0000049017,ORD-00016339,PROD-00008392,1,955.65
OI-0000049018,ORD-00016340,PROD-00008139,5,418.82
OI-0000049019,ORD-00016340,PROD-00008517,4,1042.38
OI-0000049020,ORD-00016340,PROD-00008324,5,1084.24
OI-0000049021,ORD-00016341,PROD-00004356,3,1468.02
OI-0000049022,ORD-00016341,PROD-00006051,4,1022.25
OI-0000049023,ORD-00016341,PROD-00003224,5,72.43
OI-0000049024,ORD-00016342,PROD-00009022,4,1920.03
OI-0000049025,ORD-00016342,PROD-00004186,3,1581.77
OI-0000049026,ORD-00016342,PROD-00009683,3,985.78
OI-0000049027,ORD-00016343,PROD-00006747,5,1155.26
OI-0000049028,ORD-00016343,PROD-00006338,3,1481.75
OI-0000049029,ORD-00016343,PROD-00002478,4,1082.84
OI-0000049030,ORD-00016344,PROD-00003627,4,452.69
OI-0000049031,ORD-00016344,PROD-00005752,1,725.72
OI-0000049032,ORD-00016344,PROD-00006799,5,494.97
OI-0000049033,ORD-00016345,PROD-00002512,1,896.32
OI-0000049034,ORD-00016345,PROD-00003123,2,932.96
OI-0000049035,ORD-00016345,PROD-00007713,5,75.76
OI-0000049036,ORD-00016346,PROD-00006027,1,1162.61
OI-0000049037,ORD-00016346,PROD-00006187,2,1788.53
OI-0000049038,ORD-00016346,PROD-00007281,5,317.92
OI-0000049039,ORD-00016347,PROD-00002466,3,1848.03
OI-0000049040,ORD-00016347,PROD-00005681,4,302.22
OI-0000049041,ORD-00016347,PROD-00007696,1,816.8
OI-0000049042,ORD-00016348,PROD-00007636,5,929.88
OI-0000049043,ORD-00016348,PROD-00002070,4,722.24
OI-0000049044,ORD-00016348,PROD-00005704,1,268.13
OI-0000049045,ORD-00016349,PROD-00008889,1,113.68
OI-0000049046,ORD-00016349,PROD-00006814,3,421.03
OI-0000049047,ORD-00016349,PROD-00006408,4,302.86
OI-0000049048,ORD-00016350,PROD-00001411,4,1754.91
OI-0000049049,ORD-00016350,PROD-00003251,4,1166.62
OI-0000049050,ORD-00016350,PROD-00002100,2,956.5
OI-0000049051,ORD-00016351,PROD-00001859,5,1077.83
OI-0000049052,ORD-00016351,PROD-00000659,4,478.26
OI-0000049053,ORD-00016351,PROD-00005847,3,1808.8
OI-0000049054,ORD-00016352,PROD-00006572,5,1475.33
OI-0000049055,ORD-00016352,PROD-00009035,3,277.63
OI-0000049056,ORD-00016352,PROD-00003684,2,132.71
OI-0000049057,ORD-00016353,PROD-00006089,4,798.47
OI-0000049058,ORD-00016353,PROD-00003341,1,1304.04
OI-0000049059,ORD-00016353,PROD-00009723,4,1584.92
OI-0000049060,ORD-00016354,PROD-00000463,2,272.82
OI-0000049061,ORD-00016354,PROD-00008971,1,1718.3
OI-0000049062,ORD-00016354,PROD-00006934,3,1062.62
OI-0000049063,ORD-00016355,PROD-00004159,1,1004.46
OI-0000049064,ORD-00016355,PROD-00005040,5,625.76
OI-0000049065,ORD-00016355,PROD-00001695,4,936.46
OI-0000049066,ORD-00016356,PROD-00009782,1,1498.32
OI-0000049067,ORD-00016356,PROD-00009950,2,390.65
OI-0000049068,ORD-00016356,PROD-00003454,1,765.59
OI-0000049069,ORD-00016357,PROD-00007596,2,990.89
OI-0000049070,ORD-00016357,PROD-00004656,3,1262.41
OI-0000049071,ORD-00016357,PROD-00008162,2,1354.33
OI-0000049072,ORD-00016358,PROD-00001595,3,1408.46
OI-0000049073,ORD-00016358,PROD-00001568,3,707.88
OI-0000049074,ORD-00016358,PROD-00003652,4,1500.42
OI-0000049075,ORD-00016359,PROD-00000550,3,611.44
OI-0000049076,ORD-00016359,PROD-00008080,4,1870.4
OI-0000049077,ORD-00016359,PROD-00007164,4,1505.07
OI-0000049078,ORD-00016360,PROD-00004521,3,26.83
OI-0000049079,ORD-00016360,PROD-00002160,1,1915.14
OI-0000049080,ORD-00016360,PROD-00006999,3,1647.22
OI-0000049081,ORD-00016361,PROD-00007623,5,1534.3
OI-0000049082,ORD-00016361,PROD-00008813,3,789.62
OI-0000049083,ORD-00016361,PROD-00009695,1,1581.87
OI-0000049084,ORD-00016362,PROD-00009185,1,315.9
OI-0000049085,ORD-00016362,PROD-00001358,3,1236.78
OI-0000049086,ORD-00016362,PROD-00003200,3,1054.7
OI-0000049087,ORD-00016363,PROD-00005549,5,228.2
OI-0000049088,ORD-00016363,PROD-00003284,4,1425.79
OI-0000049089,ORD-00016363,PROD-00005890,2,815.85
OI-0000049090,ORD-00016364,PROD-00000097,5,1253.83
OI-0000049091,ORD-00016364,PROD-00002650,4,1475.63
OI-0000049092,ORD-00016364,PROD-00002690,2,801.8
OI-0000049093,ORD-00016365,PROD-00009913,4,1254.14
OI-0000049094,ORD-00016365,PROD-00007261,1,33.22
OI-0000049095,ORD-00016365,PROD-00006445,2,162.09
OI-0000049096,ORD-00016366,PROD-00003336,2,345.65
OI-0000049097,ORD-00016366,PROD-00000632,3,494.6
OI-0000049098,ORD-00016366,PROD-00001048,4,1870.95
OI-0000049099,ORD-00016367,PROD-00005417,1,1474.61
OI-0000049100,ORD-00016367,PROD-00001901,1,693.59
OI-0000049101,ORD-00016367,PROD-00003536,4,1359.73
OI-0000049102,ORD-00016368,PROD-00009196,3,866.14
OI-0000049103,ORD-00016368,PROD-00000962,5,1981.84
OI-0000049104,ORD-00016368,PROD-00000728,1,1429.22
OI-0000049105,ORD-00016369,PROD-00009399,4,448.93
OI-0000049106,ORD-00016369,PROD-00005341,2,1086.25
OI-0000049107,ORD-00016369,PROD-00006425,3,1588.1
OI-0000049108,ORD-00016370,PROD-00005903,4,158.7
OI-0000049109,ORD-00016370,PROD-00001151,4,1782.71
OI-0000049110,ORD-00016370,PROD-00008538,3,1121.66
OI-0000049111,ORD-00016371,PROD-00009958,5,464.38
OI-0000049112,ORD-00016371,PROD-00004177,5,1102.04
OI-0000049113,ORD-00016371,PROD-00007511,3,702.25
OI-0000049114,ORD-00016372,PROD-00003297,4,1066.73
OI-0000049115,ORD-00016372,PROD-00006724,1,1540.42
OI-0000049116,ORD-00016372,PROD-00007274,3,1675.85
OI-0000049117,ORD-00016373,PROD-00008659,3,734.6
OI-0000049118,ORD-00016373,PROD-00005353,2,81.24
OI-0000049119,ORD-00016373,PROD-00003054,2,961.48
OI-0000049120,ORD-00016374,PROD-00006794,1,129.41
OI-0000049121,ORD-00016374,PROD-00004185,2,1638.86
OI-0000049122,ORD-00016374,PROD-00000633,1,1222.39
OI-0000049123,ORD-00016375,PROD-00008521,3,969.17
OI-0000049124,ORD-00016375,PROD-00006471,4,104.69
OI-0000049125,ORD-00016375,PROD-00003668,5,436.42
OI-0000049126,ORD-00016376,PROD-00002222,5,929.07
OI-0000049127,ORD-00016376,PROD-00000900,2,446.63
OI-0000049128,ORD-00016376,PROD-00000905,1,1678.52
OI-0000049129,ORD-00016377,PROD-00009076,3,581.52
OI-0000049130,ORD-00016377,PROD-00000113,3,595.99
OI-0000049131,ORD-00016377,PROD-00001835,2,714.55
OI-0000049132,ORD-00016378,PROD-00006394,3,1692.47
OI-0000049133,ORD-00016378,PROD-00006588,3,1631.82
OI-0000049134,ORD-00016378,PROD-00002584,5,58.9
OI-0000049135,ORD-00016379,PROD-00007336,5,1238.06
OI-0000049136,ORD-00016379,PROD-00004693,5,74.9
OI-0000049137,ORD-00016379,PROD-00003754,5,1586.74
OI-0000049138,ORD-00016380,PROD-00005316,3,1959.09
OI-0000049139,ORD-00016380,PROD-00009267,1,1874.89
OI-0000049140,ORD-00016380,PROD-00009863,4,1417.91
OI-0000049141,ORD-00016381,PROD-00008182,4,1687.43
OI-0000049142,ORD-00016381,PROD-00005393,2,1009.42
OI-0000049143,ORD-00016381,PROD-00000349,5,1329.42
OI-0000049144,ORD-00016382,PROD-00008669,5,569.67
OI-0000049145,ORD-00016382,PROD-00001606,4,1013.61
OI-0000049146,ORD-00016382,PROD-00004580,1,507.79
OI-0000049147,ORD-00016383,PROD-00009718,3,1511.17
OI-0000049148,ORD-00016383,PROD-00004478,2,891.84
OI-0000049149,ORD-00016383,PROD-00001598,1,907.66
OI-0000049150,ORD-00016384,PROD-00009800,2,252.95
OI-0000049151,ORD-00016384,PROD-00002537,3,1614.06
OI-0000049152,ORD-00016384,PROD-00002342,1,1599.23
OI-0000049153,ORD-00016385,PROD-00003219,3,323.81
OI-0000049154,ORD-00016385,PROD-00005755,1,1004.79
OI-0000049155,ORD-00016385,PROD-00001848,5,325.14
OI-0000049156,ORD-00016386,PROD-00008503,4,1484.75
OI-0000049157,ORD-00016386,PROD-00007766,5,235.95
OI-0000049158,ORD-00016386,PROD-00009413,4,371.58
OI-0000049159,ORD-00016387,PROD-00000903,4,841.91
OI-0000049160,ORD-00016387,PROD-00009239,2,827.46
OI-0000049161,ORD-00016387,PROD-00003894,1,1394.01
OI-0000049162,ORD-00016388,PROD-00004617,2,556.82
OI-0000049163,ORD-00016388,PROD-00008422,3,416.58
OI-0000049164,ORD-00016388,PROD-00007658,2,1136.2
OI-0000049165,ORD-00016389,PROD-00005178,4,992.93
OI-0000049166,ORD-00016389,PROD-00007770,2,594.29
OI-0000049167,ORD-00016389,PROD-00004989,3,860.77
OI-0000049168,ORD-00016390,PROD-00003428,5,1470.21
OI-0000049169,ORD-00016390,PROD-00006557,4,1263.34
OI-0000049170,ORD-00016390,PROD-00000804,1,1004.94
OI-0000049171,ORD-00016391,PROD-00005234,5,349.29
OI-0000049172,ORD-00016391,PROD-00009483,4,1621.26
OI-0000049173,ORD-00016391,PROD-00002203,1,1848.5
OI-0000049174,ORD-00016392,PROD-00004394,2,1822.54
OI-0000049175,ORD-00016392,PROD-00004727,4,504.08
OI-0000049176,ORD-00016392,PROD-00002273,3,252.06
OI-0000049177,ORD-00016393,PROD-00001002,4,1256.81
OI-0000049178,ORD-00016393,PROD-00000489,5,874.99
OI-0000049179,ORD-00016393,PROD-00000968,1,1727.25
OI-0000049180,ORD-00016394,PROD-00007376,4,576.49
OI-0000049181,ORD-00016394,PROD-00005135,1,362.23
OI-0000049182,ORD-00016394,PROD-00005098,3,775.0
OI-0000049183,ORD-00016395,PROD-00001918,2,148.3
OI-0000049184,ORD-00016395,PROD-00007107,5,621.25
OI-0000049185,ORD-00016395,PROD-00008308,3,1139.35
OI-0000049186,ORD-00016396,PROD-00004665,4,69.95
OI-0000049187,ORD-00016396,PROD-00004054,1,556.01
OI-0000049188,ORD-00016396,PROD-00008806,4,1490.83
OI-0000049189,ORD-00016397,PROD-00003597,3,483.99
OI-0000049190,ORD-00016397,PROD-00002536,5,1981.89
OI-0000049191,ORD-00016397,PROD-00004656,5,903.82
OI-0000049192,ORD-00016398,PROD-00006945,3,1675.43
OI-0000049193,ORD-00016398,PROD-00007045,2,393.38
OI-0000049194,ORD-00016398,PROD-00009487,5,1533.86
OI-0000049195,ORD-00016399,PROD-00007357,1,110.57
OI-0000049196,ORD-00016399,PROD-00009174,4,1436.83
OI-0000049197,ORD-00016399,PROD-00003912,4,1906.31
OI-0000049198,ORD-00016400,PROD-00001212,1,1619.66
OI-0000049199,ORD-00016400,PROD-00000357,2,1464.03
OI-0000049200,ORD-00016400,PROD-00007133,1,1491.52
OI-0000049201,ORD-00016401,PROD-00008542,5,192.49
OI-0000049202,ORD-00016401,PROD-00004769,3,959.05
OI-0000049203,ORD-00016401,PROD-00002327,5,1179.93
OI-0000049204,ORD-00016402,PROD-00003902,3,1509.33
OI-0000049205,ORD-00016402,PROD-00002892,1,1060.96
OI-0000049206,ORD-00016402,PROD-00008112,3,475.36
OI-0000049207,ORD-00016403,PROD-00003146,5,1599.85
OI-0000049208,ORD-00016403,PROD-00005916,1,1782.43
OI-0000049209,ORD-00016403,PROD-00003491,5,1450.98
OI-0000049210,ORD-00016404,PROD-00004623,3,1606.86
OI-0000049211,ORD-00016404,PROD-00002270,3,359.62
OI-0000049212,ORD-00016404,PROD-00005858,5,1490.3
OI-0000049213,ORD-00016405,PROD-00002294,2,1312.34
OI-0000049214,ORD-00016405,PROD-00008846,5,687.48
OI-0000049215,ORD-00016405,PROD-00001677,3,1738.95
OI-0000049216,ORD-00016406,PROD-00004004,4,1567.07
OI-0000049217,ORD-00016406,PROD-00004923,5,1157.73
OI-0000049218,ORD-00016406,PROD-00004071,1,751.65
OI-0000049219,ORD-00016407,PROD-00004974,4,1570.77
OI-0000049220,ORD-00016407,PROD-00000759,5,995.5
OI-0000049221,ORD-00016407,PROD-00002307,3,672.59
OI-0000049222,ORD-00016408,PROD-00000363,1,1869.84
OI-0000049223,ORD-00016408,PROD-00000256,3,649.06
OI-0000049224,ORD-00016408,PROD-00008614,4,876.31
OI-0000049225,ORD-00016409,PROD-00008076,4,237.92
OI-0000049226,ORD-00016409,PROD-00005911,5,1447.05
OI-0000049227,ORD-00016409,PROD-00005671,2,641.59
OI-0000049228,ORD-00016410,PROD-00002069,3,989.9
OI-0000049229,ORD-00016410,PROD-00008918,2,662.1
OI-0000049230,ORD-00016410,PROD-00004984,1,243.32
OI-0000049231,ORD-00016411,PROD-00005470,5,1969.77
OI-0000049232,ORD-00016411,PROD-00001375,4,570.23
OI-0000049233,ORD-00016411,PROD-00001286,4,389.65
OI-0000049234,ORD-00016412,PROD-00000807,2,1925.53
OI-0000049235,ORD-00016412,PROD-00004839,2,1786.11
OI-0000049236,ORD-00016412,PROD-00007949,4,1287.79
OI-0000049237,ORD-00016413,PROD-00009236,3,1817.23
OI-0000049238,ORD-00016413,PROD-00003511,5,1848.38
OI-0000049239,ORD-00016413,PROD-00006575,1,274.54
OI-0000049240,ORD-00016414,PROD-00004436,3,448.5
OI-0000049241,ORD-00016414,PROD-00002936,2,407.96
OI-0000049242,ORD-00016414,PROD-00002052,3,1208.76
OI-0000049243,ORD-00016415,PROD-00001239,3,427.21
OI-0000049244,ORD-00016415,PROD-00004198,1,71.52
OI-0000049245,ORD-00016415,PROD-00000144,2,1672.91
OI-0000049246,ORD-00016416,PROD-00000075,4,1203.48
OI-0000049247,ORD-00016416,PROD-00008728,5,167.56
OI-0000049248,ORD-00016416,PROD-00006849,5,1432.17
OI-0000049249,ORD-00016417,PROD-00003434,4,781.56
OI-0000049250,ORD-00016417,PROD-00009365,3,951.07
OI-0000049251,ORD-00016417,PROD-00008099,4,656.24
OI-0000049252,ORD-00016418,PROD-00003892,3,489.69
OI-0000049253,ORD-00016418,PROD-00004734,5,337.07
OI-0000049254,ORD-00016418,PROD-00001899,5,241.66
OI-0000049255,ORD-00016419,PROD-00002130,1,939.02
OI-0000049256,ORD-00016419,PROD-00003717,4,178.84
OI-0000049257,ORD-00016419,PROD-00008361,1,1032.86
OI-0000049258,ORD-00016420,PROD-00008933,4,1339.8
OI-0000049259,ORD-00016420,PROD-00006410,5,1993.68
OI-0000049260,ORD-00016420,PROD-00005673,1,1417.92
OI-0000049261,ORD-00016421,PROD-00007847,3,1357.74
OI-0000049262,ORD-00016421,PROD-00007120,2,533.9
OI-0000049263,ORD-00016421,PROD-00006029,1,316.15
OI-0000049264,ORD-00016422,PROD-00001482,1,468.69
OI-0000049265,ORD-00016422,PROD-00008928,5,1061.73
OI-0000049266,ORD-00016422,PROD-00004500,5,34.81
OI-0000049267,ORD-00016423,PROD-00003574,4,1365.5
OI-0000049268,ORD-00016423,PROD-00003167,4,273.67
OI-0000049269,ORD-00016423,PROD-00007511,2,1911.44
OI-0000049270,ORD-00016424,PROD-00001463,2,50.8
OI-0000049271,ORD-00016424,PROD-00000071,5,1360.85
OI-0000049272,ORD-00016424,PROD-00003992,4,1872.94
OI-0000049273,ORD-00016425,PROD-00004584,4,558.11
OI-0000049274,ORD-00016425,PROD-00009360,3,26.81
OI-0000049275,ORD-00016425,PROD-00002711,4,471.82
OI-0000049276,ORD-00016426,PROD-00005717,4,485.13
OI-0000049277,ORD-00016426,PROD-00002631,5,1200.9
OI-0000049278,ORD-00016426,PROD-00009032,3,1149.21
OI-0000049279,ORD-00016427,PROD-00008917,5,935.96
OI-0000049280,ORD-00016427,PROD-00007175,4,429.07
OI-0000049281,ORD-00016427,PROD-00004852,3,1008.27
OI-0000049282,ORD-00016428,PROD-00009675,1,1940.94
OI-0000049283,ORD-00016428,PROD-00005942,3,37.33
OI-0000049284,ORD-00016428,PROD-00005068,4,1083.67
OI-0000049285,ORD-00016429,PROD-00006805,1,1915.52
OI-0000049286,ORD-00016429,PROD-00004552,1,1997.13
OI-0000049287,ORD-00016429,PROD-00002102,2,1240.52
OI-0000049288,ORD-00016430,PROD-00007795,3,1401.39
OI-0000049289,ORD-00016430,PROD-00000701,5,48.88
OI-0000049290,ORD-00016430,PROD-00002776,2,396.96
OI-0000049291,ORD-00016431,PROD-00006953,3,981.06
OI-0000049292,ORD-00016431,PROD-00007477,4,605.5
OI-0000049293,ORD-00016431,PROD-00001093,5,1089.61
OI-0000049294,ORD-00016432,PROD-00005125,3,1625.02
OI-0000049295,ORD-00016432,PROD-00001749,1,1425.81
OI-0000049296,ORD-00016432,PROD-00006141,5,145.27
OI-0000049297,ORD-00016433,PROD-00002729,1,1281.13
OI-0000049298,ORD-00016433,PROD-00008103,2,1880.2
OI-0000049299,ORD-00016433,PROD-00002631,4,860.61
OI-0000049300,ORD-00016434,PROD-00000582,2,673.78
OI-0000049301,ORD-00016434,PROD-00004374,2,1229.01
OI-0000049302,ORD-00016434,PROD-00003701,1,1417.63
OI-0000049303,ORD-00016435,PROD-00009901,1,1103.86
OI-0000049304,ORD-00016435,PROD-00006250,5,1359.66
OI-0000049305,ORD-00016435,PROD-00000710,4,855.65
OI-0000049306,ORD-00016436,PROD-00008670,2,73.82
OI-0000049307,ORD-00016436,PROD-00000428,3,1300.26
OI-0000049308,ORD-00016436,PROD-00001101,3,154.03
OI-0000049309,ORD-00016437,PROD-00006070,1,948.62
OI-0000049310,ORD-00016437,PROD-00004453,4,1989.7
OI-0000049311,ORD-00016437,PROD-00006038,1,1703.97
OI-0000049312,ORD-00016438,PROD-00006359,3,1012.54
OI-0000049313,ORD-00016438,PROD-00008489,2,149.6
OI-0000049314,ORD-00016438,PROD-00006104,5,1072.53
OI-0000049315,ORD-00016439,PROD-00004948,2,126.82
OI-0000049316,ORD-00016439,PROD-00003465,1,929.11
OI-0000049317,ORD-00016439,PROD-00001677,3,19.64
OI-0000049318,ORD-00016440,PROD-00003454,5,1978.57
OI-0000049319,ORD-00016440,PROD-00002681,3,1113.7
OI-0000049320,ORD-00016440,PROD-00002968,4,385.06
OI-0000049321,ORD-00016441,PROD-00003076,3,546.11
OI-0000049322,ORD-00016441,PROD-00004073,5,143.14
OI-0000049323,ORD-00016441,PROD-00009780,1,1064.62
OI-0000049324,ORD-00016442,PROD-00006058,2,131.74
OI-0000049325,ORD-00016442,PROD-00001375,2,585.37
OI-0000049326,ORD-00016442,PROD-00001388,4,621.26
OI-0000049327,ORD-00016443,PROD-00009077,2,478.77
OI-0000049328,ORD-00016443,PROD-00002874,2,1876.11
OI-0000049329,ORD-00016443,PROD-00003940,4,42.35
OI-0000049330,ORD-00016444,PROD-00000582,3,1320.87
OI-0000049331,ORD-00016444,PROD-00002397,2,205.03
OI-0000049332,ORD-00016444,PROD-00008085,4,1498.82
OI-0000049333,ORD-00016445,PROD-00001541,1,1746.96
OI-0000049334,ORD-00016445,PROD-00006695,1,1623.21
OI-0000049335,ORD-00016445,PROD-00007944,4,1431.82
OI-0000049336,ORD-00016446,PROD-00001930,2,1935.63
OI-0000049337,ORD-00016446,PROD-00006253,2,1301.17
OI-0000049338,ORD-00016446,PROD-00003553,5,1157.27
OI-0000049339,ORD-00016447,PROD-00008376,1,304.48
OI-0000049340,ORD-00016447,PROD-00001391,5,1659.33
OI-0000049341,ORD-00016447,PROD-00001941,5,1369.44
OI-0000049342,ORD-00016448,PROD-00002134,1,336.81
OI-0000049343,ORD-00016448,PROD-00001632,4,393.81
OI-0000049344,ORD-00016448,PROD-00003959,3,717.94
OI-0000049345,ORD-00016449,PROD-00004971,1,1617.62
OI-0000049346,ORD-00016449,PROD-00009611,2,663.86
OI-0000049347,ORD-00016449,PROD-00008977,3,739.44
OI-0000049348,ORD-00016450,PROD-00002483,4,1645.9
OI-0000049349,ORD-00016450,PROD-00003654,2,552.33
OI-0000049350,ORD-00016450,PROD-00007935,5,1500.81
OI-0000049351,ORD-00016451,PROD-00005614,2,318.7
OI-0000049352,ORD-00016451,PROD-00004670,5,1881.15
OI-0000049353,ORD-00016451,PROD-00000631,1,1213.23
OI-0000049354,ORD-00016452,PROD-00000103,3,242.23
OI-0000049355,ORD-00016452,PROD-00005828,4,1132.74
OI-0000049356,ORD-00016452,PROD-00004137,4,1689.58
OI-0000049357,ORD-00016453,PROD-00000782,2,1409.29
