product_id,warehouse_id,quantity,last_updated
PROD-00000039,WH-007,439,2026-04-06T13:19:21.374110
PROD-00007600,WH-008,350,2026-04-06T13:19:21.374114
PROD-00001878,WH-005,50,2026-04-06T13:19:21.374118
PROD-00009415,WH-009,372,2026-04-06T13:19:21.374122
PROD-00008117,WH-003,8,2026-04-06T13:19:21.374126
PROD-00006985,WH-002,56,2026-04-06T13:19:21.374130
PROD-00006126,WH-002,393,2026-04-06T13:19:21.374134
PROD-00003665,WH-005,14,2026-04-06T13:19:21.374138
PROD-00004255,WH-010,233,2026-04-06T13:19:21.374142
PROD-00007390,WH-008,490,2026-04-06T13:19:21.374145
PROD-00009479,WH-001,126,2026-04-06T13:19:21.374149
PROD-00006184,WH-001,468,2026-04-06T13:19:21.374153
PROD-00006945,WH-003,340,2026-04-06T13:19:21.374157
PROD-00008929,WH-009,372,2026-04-06T13:19:21.374161
PROD-00001443,WH-009,81,2026-04-06T13:19:21.374165
PROD-00002121,WH-001,375,2026-04-06T13:19:21.374168
PROD-00002033,WH-001,150,2026-04-06T13:19:21.374172
PROD-00000534,WH-004,225,2026-04-06T13:19:21.374176
PROD-00009062,WH-006,176,2026-04-06T13:19:21.374180
PROD-00000678,WH-003,7,2026-04-06T13:19:21.374184
PROD-00006314,WH-003,477,2026-04-06T13:19:21.374188
PROD-00004778,WH-005,25,2026-04-06T13:19:21.374192
PROD-00006526,WH-006,240,2026-04-06T13:19:21.374196
PROD-00006277,WH-004,142,2026-04-06T13:19:21.374200
PROD-00006170,WH-008,279,2026-04-06T13:19:21.374203
PROD-00003692,WH-004,421,2026-04-06T13:19:21.374207
PROD-00000312,WH-001,14,2026-04-06T13:19:21.374211
PROD-00008091,WH-010,96,2026-04-06T13:19:21.374215
PROD-00001998,WH-009,381,2026-04-06T13:19:21.374219
PROD-00006476,WH-003,230,2026-04-06T13:19:21.374223
PROD-00004881,WH-001,72,2026-04-06T13:19:21.374227
PROD-00008362,WH-003,307,2026-04-06T13:19:21.374231
PROD-00001351,WH-004,339,2026-04-06T13:19:21.374235
PROD-00004203,WH-010,435,2026-04-06T13:19:21.374239
PROD-00009795,WH-008,459,2026-04-06T13:19:21.374243
PROD-00003336,WH-004,485,2026-04-06T13:19:21.374247
PROD-00005375,WH-007,351,2026-04-06T13:19:21.374250
PROD-00005958,WH-004,113,2026-04-06T13:19:21.374254
PROD-00001190,WH-010,470,2026-04-06T13:19:21.374258
PROD-00005527,WH-007,123,2026-04-06T13:19:21.374262
PROD-00007448,WH-010,90,2026-04-06T13:19:21.374267
PROD-00007968,WH-010,365,2026-04-06T13:19:21.374271
PROD-00005024,WH-003,57,2026-04-06T13:19:21.374274
PROD-00004859,WH-009,61,2026-04-06T13:19:21.374278
PROD-00007328,WH-004,294,2026-04-06T13:19:21.374282
PROD-00006989,WH-004,278,2026-04-06T13:19:21.374286
PROD-00008863,WH-003,262,2026-04-06T13:19:21.374290
PROD-00001388,WH-007,105,2026-04-06T13:19:21.374294
PROD-00002547,WH-001,67,2026-04-06T13:19:21.374298
PROD-00006638,WH-009,199,2026-04-06T13:19:21.374302
PROD-00003769,WH-003,388,2026-04-06T13:19:21.374306
PROD-00007801,WH-001,233,2026-04-06T13:19:21.374310
PROD-00003321,WH-001,47,2026-04-06T13:19:21.374314
PROD-00005084,WH-005,11,2026-04-06T13:19:21.374318
PROD-00001212,WH-009,450,2026-04-06T13:19:21.374322
PROD-00003254,WH-010,98,2026-04-06T13:19:21.374325
PROD-00001012,WH-003,491,2026-04-06T13:19:21.374330
PROD-00000028,WH-007,388,2026-04-06T13:19:21.374333
PROD-00005992,WH-009,25,2026-04-06T13:19:21.374337
PROD-00001503,WH-008,256,2026-04-06T13:19:21.374341
PROD-00002493,WH-001,53,2026-04-06T13:19:21.374345
PROD-00000018,WH-001,402,2026-04-06T13:19:21.374353
PROD-00007502,WH-005,273,2026-04-06T13:19:21.374357
PROD-00006098,WH-008,43,2026-04-06T13:19:21.374361
PROD-00000489,WH-002,192,2026-04-06T13:19:21.374365
PROD-00001856,WH-006,285,2026-04-06T13:19:21.374369
PROD-00004876,WH-007,91,2026-04-06T13:19:21.374373
PROD-00005654,WH-010,309,2026-04-06T13:19:21.374376
PROD-00009419,WH-010,400,2026-04-06T13:19:21.374381
PROD-00009412,WH-006,447,2026-04-06T13:19:21.374385
PROD-00006582,WH-004,253,2026-04-06T13:19:21.374389
PROD-00009160,WH-004,168,2026-04-06T13:19:21.374393
PROD-00007365,WH-004,164,2026-04-06T13:19:21.374397
PROD-00005174,WH-007,39,2026-04-06T13:19:21.374401
PROD-00009353,WH-002,169,2026-04-06T13:19:21.374404
PROD-00009456,WH-006,352,2026-04-06T13:19:21.374408
PROD-00001571,WH-001,334,2026-04-06T13:19:21.374412
PROD-00000204,WH-004,71,2026-04-06T13:19:21.374416
PROD-00002229,WH-005,182,2026-04-06T13:19:21.374420
PROD-00001216,WH-001,306,2026-04-06T13:19:21.374424
PROD-00006245,WH-006,393,2026-04-06T13:19:21.374428
PROD-00004764,WH-009,347,2026-04-06T13:19:21.374432
PROD-00003215,WH-006,457,2026-04-06T13:19:21.374436
PROD-00005183,WH-007,357,2026-04-06T13:19:21.374439
PROD-00004211,WH-010,300,2026-04-06T13:19:21.374443
PROD-00006446,WH-008,324,2026-04-06T13:19:21.374447
PROD-00007569,WH-008,360,2026-04-06T13:19:21.374451
PROD-00000627,WH-005,337,2026-04-06T13:19:21.374455
PROD-00001616,WH-003,374,2026-04-06T13:19:21.374459
PROD-00004245,WH-003,83,2026-04-06T13:19:21.374463
PROD-00009488,WH-008,344,2026-04-06T13:19:21.374467
PROD-00000069,WH-003,199,2026-04-06T13:19:21.374471
PROD-00003808,WH-002,302,2026-04-06T13:19:21.374475
PROD-00002964,WH-004,427,2026-04-06T13:19:21.374479
PROD-00007530,WH-001,329,2026-04-06T13:19:21.374483
PROD-00006896,WH-002,65,2026-04-06T13:19:21.374486
PROD-00005657,WH-004,241,2026-04-06T13:19:21.374490
PROD-00005863,WH-002,499,2026-04-06T13:19:21.374494
PROD-00007243,WH-008,262,2026-04-06T13:19:21.374498
PROD-00008899,WH-009,220,2026-04-06T13:19:21.374502
PROD-00008086,WH-001,346,2026-04-06T13:19:21.374506
PROD-00005278,WH-006,68,2026-04-06T13:19:21.374511
PROD-00006498,WH-009,243,2026-04-06T13:19:21.374515
PROD-00003822,WH-003,267,2026-04-06T13:19:21.374519
PROD-00004094,WH-007,454,2026-04-06T13:19:21.374522
PROD-00002746,WH-007,262,2026-04-06T13:19:21.374526
PROD-00006988,WH-007,463,2026-04-06T13:19:21.374530
PROD-00003814,WH-006,345,2026-04-06T13:19:21.374535
PROD-00001315,WH-005,358,2026-04-06T13:19:21.374539
PROD-00008207,WH-009,93,2026-04-06T13:19:21.374542
PROD-00008860,WH-001,391,2026-04-06T13:19:21.374546
PROD-00008724,WH-009,201,2026-04-06T13:19:21.374550
PROD-00007409,WH-004,373,2026-04-06T13:19:21.374554
PROD-00005547,WH-002,323,2026-04-06T13:19:21.374558
PROD-00005240,WH-001,108,2026-04-06T13:19:21.374562
PROD-00006978,WH-010,396,2026-04-06T13:19:21.374566
PROD-00002316,WH-002,324,2026-04-06T13:19:21.374569
PROD-00005600,WH-003,56,2026-04-06T13:19:21.374573
PROD-00006646,WH-010,105,2026-04-06T13:19:21.374577
PROD-00005103,WH-005,156,2026-04-06T13:19:21.374581
PROD-00003981,WH-010,163,2026-04-06T13:19:21.374585
PROD-00002968,WH-003,353,2026-04-06T13:19:21.374589
PROD-00002657,WH-005,14,2026-04-06T13:19:21.374593
PROD-00005718,WH-006,75,2026-04-06T13:19:21.374597
PROD-00008177,WH-002,331,2026-04-06T13:19:21.374601
PROD-00005514,WH-004,467,2026-04-06T13:19:21.374605
PROD-00006568,WH-003,243,2026-04-06T13:19:21.374609
PROD-00006594,WH-006,196,2026-04-06T13:19:21.374612
PROD-00008734,WH-004,99,2026-04-06T13:19:21.374616
PROD-00007545,WH-010,83,2026-04-06T13:19:21.374620
PROD-00004936,WH-006,211,2026-04-06T13:19:21.374624
PROD-00001411,WH-002,61,2026-04-06T13:19:21.374628
PROD-00000077,WH-004,186,2026-04-06T13:19:21.374632
PROD-00009536,WH-007,41,2026-04-06T13:19:21.374635
PROD-00000006,WH-001,301,2026-04-06T13:19:21.374639
PROD-00003256,WH-005,61,2026-04-06T13:19:21.374643
PROD-00005008,WH-005,13,2026-04-06T13:19:21.374647
PROD-00004574,WH-001,303,2026-04-06T13:19:21.374651
PROD-00000951,WH-007,448,2026-04-06T13:19:21.374655
PROD-00002886,WH-002,143,2026-04-06T13:19:21.374659
PROD-00008698,WH-006,314,2026-04-06T13:19:21.374663
PROD-00007273,WH-001,140,2026-04-06T13:19:21.374667
PROD-00000428,WH-009,18,2026-04-06T13:19:21.374671
PROD-00001543,WH-004,249,2026-04-06T13:19:21.374675
PROD-00009309,WH-009,83,2026-04-06T13:19:21.374679
PROD-00001946,WH-006,316,2026-04-06T13:19:21.374683
PROD-00005119,WH-007,487,2026-04-06T13:19:21.374687
PROD-00003818,WH-004,196,2026-04-06T13:19:21.374691
PROD-00007688,WH-007,11,2026-04-06T13:19:21.374695
PROD-00005161,WH-009,337,2026-04-06T13:19:21.374699
PROD-00000209,WH-007,244,2026-04-06T13:19:21.374702
PROD-00002009,WH-010,314,2026-04-06T13:19:21.374706
PROD-00003841,WH-008,183,2026-04-06T13:19:21.374710
PROD-00009274,WH-004,304,2026-04-06T13:19:21.374714
PROD-00001805,WH-004,332,2026-04-06T13:19:21.374718
PROD-00007167,WH-009,487,2026-04-06T13:19:21.374722
PROD-00006511,WH-005,151,2026-04-06T13:19:21.374726
PROD-00007682,WH-010,149,2026-04-06T13:19:21.374730
PROD-00007885,WH-006,197,2026-04-06T13:19:21.374734
PROD-00001096,WH-001,362,2026-04-06T13:19:21.374738
PROD-00008810,WH-010,479,2026-04-06T13:19:21.374741
PROD-00002063,WH-003,283,2026-04-06T13:19:21.374746
PROD-00000045,WH-006,254,2026-04-06T13:19:21.374751
PROD-00005386,WH-008,263,2026-04-06T13:19:21.374755
PROD-00000350,WH-008,311,2026-04-06T13:19:21.374759
PROD-00000299,WH-008,183,2026-04-06T13:19:21.374763
PROD-00006966,WH-008,432,2026-04-06T13:19:21.374767
PROD-00007151,WH-004,379,2026-04-06T13:19:21.374771
PROD-00006421,WH-002,309,2026-04-06T13:19:21.374775
PROD-00003666,WH-006,94,2026-04-06T13:19:21.374778
PROD-00006155,WH-002,437,2026-04-06T13:19:21.374783
PROD-00003858,WH-006,300,2026-04-06T13:19:21.374786
PROD-00003838,WH-010,425,2026-04-06T13:19:21.374791
PROD-00009743,WH-001,61,2026-04-06T13:19:21.374795
PROD-00003053,WH-001,462,2026-04-06T13:19:21.374799
PROD-00002346,WH-001,388,2026-04-06T13:19:21.374803
PROD-00005595,WH-004,464,2026-04-06T13:19:21.374807
PROD-00000607,WH-005,414,2026-04-06T13:19:21.374811
PROD-00009621,WH-010,452,2026-04-06T13:19:21.374815
PROD-00008599,WH-007,115,2026-04-06T13:19:21.374820
PROD-00008958,WH-009,77,2026-04-06T13:19:21.374824
PROD-00000022,WH-006,421,2026-04-06T13:19:21.374828
PROD-00003133,WH-007,138,2026-04-06T13:19:21.374831
PROD-00008426,WH-004,249,2026-04-06T13:19:21.374836
PROD-00005271,WH-003,470,2026-04-06T13:19:21.374840
PROD-00007236,WH-007,493,2026-04-06T13:19:21.374844
PROD-00006598,WH-003,17,2026-04-06T13:19:21.374847
PROD-00007059,WH-001,39,2026-04-06T13:19:21.374851
PROD-00003054,WH-005,339,2026-04-06T13:19:21.374867
PROD-00000099,WH-005,404,2026-04-06T13:19:21.374871
PROD-00006169,WH-004,349,2026-04-06T13:19:21.374875
PROD-00003601,WH-008,102,2026-04-06T13:19:21.374879
PROD-00008966,WH-006,74,2026-04-06T13:19:21.374883
PROD-00006397,WH-007,124,2026-04-06T13:19:21.374887
PROD-00002446,WH-004,478,2026-04-06T13:19:21.374891
PROD-00009490,WH-001,41,2026-04-06T13:19:21.374894
PROD-00002899,WH-008,370,2026-04-06T13:19:21.374898
PROD-00004187,WH-002,317,2026-04-06T13:19:21.374903
PROD-00007950,WH-009,310,2026-04-06T13:19:21.374907
PROD-00008228,WH-006,491,2026-04-06T13:19:21.374911
PROD-00004593,WH-008,376,2026-04-06T13:19:21.374915
PROD-00005861,WH-009,400,2026-04-06T13:19:21.374919
PROD-00004401,WH-006,430,2026-04-06T13:19:21.374923
PROD-00002269,WH-007,313,2026-04-06T13:19:21.374927
PROD-00002691,WH-008,68,2026-04-06T13:19:21.374931
PROD-00003875,WH-009,336,2026-04-06T13:19:21.374935
PROD-00004534,WH-001,422,2026-04-06T13:19:21.374938
PROD-00006789,WH-005,417,2026-04-06T13:19:21.374942
PROD-00007278,WH-003,186,2026-04-06T13:19:21.374946
PROD-00001122,WH-006,112,2026-04-06T13:19:21.374950
PROD-00007258,WH-004,229,2026-04-06T13:19:21.374954
PROD-00008083,WH-007,477,2026-04-06T13:19:21.374958
PROD-00007918,WH-008,331,2026-04-06T13:19:21.374962
PROD-00001977,WH-009,350,2026-04-06T13:19:21.374966
PROD-00004365,WH-001,446,2026-04-06T13:19:21.374969
PROD-00001789,WH-009,184,2026-04-06T13:19:21.374973
PROD-00005504,WH-006,42,2026-04-06T13:19:21.374977
PROD-00006144,WH-003,193,2026-04-06T13:19:21.374985
PROD-00008801,WH-004,124,2026-04-06T13:19:21.374989
PROD-00002562,WH-004,5,2026-04-06T13:19:21.374993
PROD-00006861,WH-002,368,2026-04-06T13:19:21.374996
PROD-00009294,WH-003,476,2026-04-06T13:19:21.375001
PROD-00008316,WH-009,407,2026-04-06T13:19:21.375004
PROD-00008895,WH-010,130,2026-04-06T13:19:21.375008
PROD-00003402,WH-006,236,2026-04-06T13:19:21.375012
PROD-00002517,WH-007,148,2026-04-06T13:19:21.375016
PROD-00005352,WH-002,320,2026-04-06T13:19:21.375020
PROD-00003596,WH-002,257,2026-04-06T13:19:21.375024
PROD-00006569,WH-009,281,2026-04-06T13:19:21.375028
PROD-00001048,WH-004,158,2026-04-06T13:19:21.375031
PROD-00009874,WH-008,271,2026-04-06T13:19:21.375035
PROD-00006844,WH-005,45,2026-04-06T13:19:21.375039
PROD-00009650,WH-007,187,2026-04-06T13:19:21.375043
PROD-00003507,WH-006,196,2026-04-06T13:19:21.375047
PROD-00009245,WH-006,373,2026-04-06T13:19:21.375051
PROD-00003921,WH-005,341,2026-04-06T13:19:21.375055
PROD-00001069,WH-008,444,2026-04-06T13:19:21.375059
PROD-00008597,WH-003,393,2026-04-06T13:19:21.375063
PROD-00005494,WH-001,283,2026-04-06T13:19:21.375066
PROD-00004829,WH-008,67,2026-04-06T13:19:21.375070
PROD-00005549,WH-007,226,2026-04-06T13:19:21.375074
PROD-00002420,WH-007,419,2026-04-06T13:19:21.375078
PROD-00004354,WH-010,224,2026-04-06T13:19:21.375082
PROD-00000400,WH-009,201,2026-04-06T13:19:21.375086
PROD-00006722,WH-008,497,2026-04-06T13:19:21.375090
PROD-00005535,WH-003,444,2026-04-06T13:19:21.375094
PROD-00006230,WH-002,317,2026-04-06T13:19:21.375099
PROD-00001069,WH-002,402,2026-04-06T13:19:21.375103
PROD-00004803,WH-005,231,2026-04-06T13:19:21.375107
PROD-00007279,WH-009,386,2026-04-06T13:19:21.375111
PROD-00004498,WH-001,256,2026-04-06T13:19:21.375115
PROD-00005577,WH-009,190,2026-04-06T13:19:21.375119
PROD-00004488,WH-007,193,2026-04-06T13:19:21.375122
PROD-00008183,WH-007,453,2026-04-06T13:19:21.375127
PROD-00000714,WH-008,97,2026-04-06T13:19:21.375130
PROD-00006839,WH-008,91,2026-04-06T13:19:21.375134
PROD-00004998,WH-009,358,2026-04-06T13:19:21.375138
PROD-00001337,WH-006,127,2026-04-06T13:19:21.375142
PROD-00001117,WH-002,40,2026-04-06T13:19:21.375146
PROD-00001381,WH-010,90,2026-04-06T13:19:21.375150
PROD-00005277,WH-006,71,2026-04-06T13:19:21.375154
PROD-00006891,WH-001,342,2026-04-06T13:19:21.375157
PROD-00000097,WH-006,234,2026-04-06T13:19:21.375161
PROD-00007481,WH-004,53,2026-04-06T13:19:21.375165
PROD-00005110,WH-003,86,2026-04-06T13:19:21.375169
PROD-00006267,WH-010,238,2026-04-06T13:19:21.375173
PROD-00004343,WH-005,278,2026-04-06T13:19:21.375177
PROD-00005793,WH-005,411,2026-04-06T13:19:21.375181
PROD-00002143,WH-006,308,2026-04-06T13:19:21.375185
PROD-00008752,WH-003,412,2026-04-06T13:19:21.375188
PROD-00001892,WH-009,150,2026-04-06T13:19:21.375192
PROD-00001238,WH-001,457,2026-04-06T13:19:21.375197
PROD-00002032,WH-003,267,2026-04-06T13:19:21.375200
PROD-00002930,WH-009,148,2026-04-06T13:19:21.375204
PROD-00007238,WH-002,472,2026-04-06T13:19:21.375208
PROD-00005289,WH-003,25,2026-04-06T13:19:21.375212
PROD-00004131,WH-008,161,2026-04-06T13:19:21.375216
PROD-00001010,WH-007,317,2026-04-06T13:19:21.375220
PROD-00008995,WH-009,149,2026-04-06T13:19:21.375224
PROD-00003799,WH-002,4,2026-04-06T13:19:21.375227
PROD-00002986,WH-001,494,2026-04-06T13:19:21.375231
PROD-00009517,WH-001,297,2026-04-06T13:19:21.375235
PROD-00002863,WH-002,355,2026-04-06T13:19:21.375239
PROD-00006751,WH-010,309,2026-04-06T13:19:21.375243
PROD-00001489,WH-010,397,2026-04-06T13:19:21.375247
PROD-00001821,WH-002,112,2026-04-06T13:19:21.375251
PROD-00005250,WH-003,420,2026-04-06T13:19:21.375255
PROD-00000411,WH-001,110,2026-04-06T13:19:21.375259
PROD-00001882,WH-006,196,2026-04-06T13:19:21.375262
PROD-00000568,WH-008,195,2026-04-06T13:19:21.375266
PROD-00003290,WH-002,463,2026-04-06T13:19:21.375270
PROD-00007916,WH-003,350,2026-04-06T13:19:21.375274
PROD-00000369,WH-005,500,2026-04-06T13:19:21.375278
PROD-00008801,WH-006,9,2026-04-06T13:19:21.375282
PROD-00001113,WH-010,493,2026-04-06T13:19:21.375287
PROD-00009545,WH-008,483,2026-04-06T13:19:21.375290
PROD-00004748,WH-010,317,2026-04-06T13:19:21.375294
PROD-00004801,WH-009,335,2026-04-06T13:19:21.375298
PROD-00001722,WH-002,332,2026-04-06T13:19:21.375302
PROD-00002308,WH-001,278,2026-04-06T13:19:21.375306
PROD-00005170,WH-007,0,2026-04-06T13:19:21.375310
PROD-00005005,WH-005,161,2026-04-06T13:19:21.375314
PROD-00005523,WH-004,312,2026-04-06T13:19:21.375318
PROD-00008729,WH-006,349,2026-04-06T13:19:21.375322
PROD-00008808,WH-008,358,2026-04-06T13:19:21.375326
PROD-00000403,WH-001,4,2026-04-06T13:19:21.375329
PROD-00006113,WH-003,380,2026-04-06T13:19:21.375333
PROD-00005297,WH-008,425,2026-04-06T13:19:21.375337
PROD-00006145,WH-010,476,2026-04-06T13:19:21.375341
PROD-00000922,WH-005,322,2026-04-06T13:19:21.375345
PROD-00009527,WH-007,440,2026-04-06T13:19:21.375349
PROD-00001428,WH-002,278,2026-04-06T13:19:21.375353
PROD-00000924,WH-009,95,2026-04-06T13:19:21.375357
PROD-00001241,WH-004,392,2026-04-06T13:19:21.375360
PROD-00005707,WH-007,494,2026-04-06T13:19:21.375364
PROD-00006401,WH-005,381,2026-04-06T13:19:21.375368
PROD-00006142,WH-001,47,2026-04-06T13:19:21.375372
PROD-00003943,WH-007,311,2026-04-06T13:19:21.375376
PROD-00005708,WH-008,185,2026-04-06T13:19:21.375380
PROD-00004419,WH-004,90,2026-04-06T13:19:21.375383
PROD-00005766,WH-009,176,2026-04-06T13:19:21.375387
PROD-00007358,WH-007,368,2026-04-06T13:19:21.375391
PROD-00000643,WH-007,50,2026-04-06T13:19:21.375395
PROD-00000833,WH-006,94,2026-04-06T13:19:21.375399
PROD-00007526,WH-008,100,2026-04-06T13:19:21.375403
PROD-00002434,WH-001,286,2026-04-06T13:19:21.375407
PROD-00007684,WH-008,317,2026-04-06T13:19:21.375411
PROD-00004217,WH-009,87,2026-04-06T13:19:21.375415
PROD-00000217,WH-002,276,2026-04-06T13:19:21.375423
PROD-00002297,WH-005,82,2026-04-06T13:19:21.375427
PROD-00001934,WH-005,449,2026-04-06T13:19:21.375432
PROD-00001301,WH-004,468,2026-04-06T13:19:21.375436
PROD-00000668,WH-009,113,2026-04-06T13:19:21.375440
PROD-00005150,WH-003,497,2026-04-06T13:19:21.375444
PROD-00000085,WH-003,79,2026-04-06T13:19:21.375448
PROD-00003206,WH-005,349,2026-04-06T13:19:21.375452
PROD-00009157,WH-003,117,2026-04-06T13:19:21.375456
PROD-00002181,WH-009,138,2026-04-06T13:19:21.375460
PROD-00007007,WH-002,27,2026-04-06T13:19:21.375463
PROD-00004964,WH-003,41,2026-04-06T13:19:21.375467
PROD-00006548,WH-006,78,2026-04-06T13:19:21.375471
PROD-00006276,WH-001,53,2026-04-06T13:19:21.375475
PROD-00008304,WH-006,368,2026-04-06T13:19:21.375480
PROD-00003474,WH-001,287,2026-04-06T13:19:21.375483
PROD-00004673,WH-009,97,2026-04-06T13:19:21.375487
PROD-00001128,WH-005,483,2026-04-06T13:19:21.375491
PROD-00007779,WH-001,417,2026-04-06T13:19:21.375495
PROD-00006739,WH-010,347,2026-04-06T13:19:21.375499
PROD-00007585,WH-009,351,2026-04-06T13:19:21.375503
PROD-00007485,WH-002,493,2026-04-06T13:19:21.375507
PROD-00008890,WH-001,112,2026-04-06T13:19:21.375511
PROD-00007557,WH-009,65,2026-04-06T13:19:21.375515
PROD-00009760,WH-008,200,2026-04-06T13:19:21.375519
PROD-00003954,WH-006,151,2026-04-06T13:19:21.375523
PROD-00004115,WH-002,203,2026-04-06T13:19:21.375527
PROD-00006498,WH-007,347,2026-04-06T13:19:21.375530
PROD-00000015,WH-009,104,2026-04-06T13:19:21.375535
PROD-00001450,WH-004,407,2026-04-06T13:19:21.375540
PROD-00005556,WH-006,102,2026-04-06T13:19:21.375543
PROD-00004734,WH-004,460,2026-04-06T13:19:21.375547
PROD-00007440,WH-005,9,2026-04-06T13:19:21.375551
PROD-00007907,WH-010,51,2026-04-06T13:19:21.375555
PROD-00005161,WH-004,236,2026-04-06T13:19:21.375559
PROD-00002149,WH-003,376,2026-04-06T13:19:21.375562
PROD-00004185,WH-010,251,2026-04-06T13:19:21.375566
PROD-00009160,WH-006,255,2026-04-06T13:19:21.375570
PROD-00005128,WH-010,26,2026-04-06T13:19:21.375574
PROD-00002677,WH-005,389,2026-04-06T13:19:21.375578
PROD-00000821,WH-001,477,2026-04-06T13:19:21.375582
PROD-00001423,WH-008,374,2026-04-06T13:19:21.375585
PROD-00007930,WH-005,389,2026-04-06T13:19:21.375589
PROD-00000011,WH-003,30,2026-04-06T13:19:21.375593
PROD-00004217,WH-004,218,2026-04-06T13:19:21.375597
PROD-00000805,WH-010,410,2026-04-06T13:19:21.375604
PROD-00001086,WH-005,106,2026-04-06T13:19:21.375608
PROD-00000083,WH-007,216,2026-04-06T13:19:21.375612
PROD-00003329,WH-005,334,2026-04-06T13:19:21.375616
PROD-00009506,WH-002,22,2026-04-06T13:19:21.375620
PROD-00004821,WH-007,216,2026-04-06T13:19:21.375624
PROD-00005023,WH-002,32,2026-04-06T13:19:21.375628
PROD-00003314,WH-007,367,2026-04-06T13:19:21.375631
PROD-00001643,WH-008,190,2026-04-06T13:19:21.375635
PROD-00006265,WH-006,457,2026-04-06T13:19:21.375639
PROD-00004438,WH-008,419,2026-04-06T13:19:21.375643
PROD-00007239,WH-003,431,2026-04-06T13:19:21.375647
PROD-00008941,WH-003,193,2026-04-06T13:19:21.375651
PROD-00002659,WH-004,235,2026-04-06T13:19:21.375654
PROD-00005002,WH-001,65,2026-04-06T13:19:21.375658
PROD-00005404,WH-003,355,2026-04-06T13:19:21.375662
PROD-00001616,WH-001,198,2026-04-06T13:19:21.375666
PROD-00004482,WH-001,168,2026-04-06T13:19:21.375670
PROD-00001942,WH-008,33,2026-04-06T13:19:21.375674
PROD-00006164,WH-007,313,2026-04-06T13:19:21.375678
PROD-00005947,WH-005,212,2026-04-06T13:19:21.375682
PROD-00006175,WH-003,173,2026-04-06T13:19:21.375686
PROD-00002873,WH-006,242,2026-04-06T13:19:21.375690
PROD-00004915,WH-005,166,2026-04-06T13:19:21.375694
PROD-00000914,WH-009,223,2026-04-06T13:19:21.375698
PROD-00009295,WH-008,16,2026-04-06T13:19:21.375702
PROD-00001247,WH-004,216,2026-04-06T13:19:21.375706
PROD-00007876,WH-007,88,2026-04-06T13:19:21.375710
PROD-00001753,WH-006,7,2026-04-06T13:19:21.375714
PROD-00008279,WH-010,238,2026-04-06T13:19:21.375718
PROD-00009259,WH-007,291,2026-04-06T13:19:21.375722
PROD-00000243,WH-001,448,2026-04-06T13:19:21.375726
PROD-00009452,WH-002,417,2026-04-06T13:19:21.375729
PROD-00004774,WH-007,401,2026-04-06T13:19:21.375733
PROD-00003407,WH-006,285,2026-04-06T13:19:21.375737
PROD-00007842,WH-009,275,2026-04-06T13:19:21.375741
PROD-00007797,WH-006,218,2026-04-06T13:19:21.375745
PROD-00001065,WH-001,81,2026-04-06T13:19:21.375749
PROD-00002578,WH-005,113,2026-04-06T13:19:21.375753
PROD-00007821,WH-005,92,2026-04-06T13:19:21.375757
PROD-00001102,WH-009,188,2026-04-06T13:19:21.375761
PROD-00001935,WH-003,102,2026-04-06T13:19:21.375765
PROD-00006824,WH-001,484,2026-04-06T13:19:21.375768
PROD-00004671,WH-008,311,2026-04-06T13:19:21.375772
PROD-00006159,WH-009,460,2026-04-06T13:19:21.375776
PROD-00007151,WH-008,98,2026-04-06T13:19:21.375780
PROD-00004634,WH-003,173,2026-04-06T13:19:21.375784
PROD-00002144,WH-004,479,2026-04-06T13:19:21.375788
PROD-00001155,WH-008,148,2026-04-06T13:19:21.375792
PROD-00009504,WH-005,214,2026-04-06T13:19:21.375795
PROD-00006944,WH-008,286,2026-04-06T13:19:21.375799
PROD-00002826,WH-010,310,2026-04-06T13:19:21.375803
PROD-00002176,WH-009,3,2026-04-06T13:19:21.375807
PROD-00002279,WH-010,34,2026-04-06T13:19:21.375811
PROD-00009161,WH-009,73,2026-04-06T13:19:21.375815
PROD-00007665,WH-007,271,2026-04-06T13:19:21.375819
PROD-00009813,WH-002,5,2026-04-06T13:19:21.375822
PROD-00001860,WH-001,273,2026-04-06T13:19:21.375826
PROD-00003496,WH-008,354,2026-04-06T13:19:21.375830
PROD-00003564,WH-008,142,2026-04-06T13:19:21.375834
PROD-00009952,WH-006,291,2026-04-06T13:19:21.375838
PROD-00008371,WH-008,376,2026-04-06T13:19:21.375842
PROD-00001022,WH-005,81,2026-04-06T13:19:21.375846
PROD-00007122,WH-010,308,2026-04-06T13:19:21.375851
PROD-00005120,WH-005,483,2026-04-06T13:19:21.375859
PROD-00002997,WH-002,220,2026-04-06T13:19:21.375864
PROD-00007058,WH-002,172,2026-04-06T13:19:21.375868
PROD-00009222,WH-008,376,2026-04-06T13:19:21.375872
PROD-00000249,WH-009,164,2026-04-06T13:19:21.375876
PROD-00005337,WH-002,392,2026-04-06T13:19:21.375880
PROD-00009575,WH-005,338,2026-04-06T13:19:21.375884
PROD-00008275,WH-007,151,2026-04-06T13:19:21.375888
PROD-00006732,WH-005,240,2026-04-06T13:19:21.375892
PROD-00005721,WH-007,320,2026-04-06T13:19:21.375896
PROD-00003673,WH-006,75,2026-04-06T13:19:21.375900
PROD-00008710,WH-001,239,2026-04-06T13:19:21.375904
PROD-00001984,WH-001,84,2026-04-06T13:19:21.375908
